Player,Age,Tm,MP,TRB,AST,STL,BLK,PS/G,PER,TS%,USG%,Year,box,W/L%,playoffs,Share,got_votes,gp_pct
Carlos Boozer,25,UTA,34.6,11.7,3.0,0.9,0.3,20.9,24.1,0.588,26.5,2007,15.9,0.622,1,0.005,1,0.9024390243902439
LaMarcus Aldridge,29,POR,35.4,10.2,1.7,0.7,1.0,23.4,22.8,0.528,30.2,2015,13.599999999999998,0.622,1,0.005,1,0.8658536585365854
Kevin Garnett,30,MIN,39.4,12.8,4.1,1.2,1.7,22.4,24.1,0.546,27.4,2007,19.799999999999997,0.39,0,0.005,1,0.926829268292683
Derrick Rose,23,CHI,35.3,3.4,7.9,0.9,0.7,21.8,23.0,0.532,30.5,2012,12.9,0.758,1,0.004,1,0.5909090909090909
Amar'e Stoudemire,27,PHO,34.6,8.9,1.0,0.6,1.0,23.1,22.6,0.615,27.3,2010,11.5,0.659,1,0.004,1,1.0
Dwyane Wade,31,MIA,34.7,5.0,5.1,1.9,0.8,21.2,24.0,0.5710000000000001,29.5,2013,12.8,0.805,1,0.004,1,0.8414634146341463
Blake Griffin,21,LAC,38.0,12.1,3.8,0.8,0.5,22.5,21.9,0.5489999999999999,27.3,2011,17.2,0.39,0,0.004,1,1.0
Rajon Rondo,24,BOS,37.2,4.4,11.2,2.3,0.2,10.6,17.1,0.495,18.3,2011,18.099999999999998,0.6829999999999999,1,0.004,1,0.8292682926829268
Steve Nash,27,DAL,34.6,3.1,7.7,0.6,0.0,17.9,20.7,0.602,23.0,2002,11.4,0.695,1,0.004,1,1.0
Paul Pierce,23,BOS,38.0,6.4,3.1,1.7,0.8,25.3,22.3,0.563,30.6,2001,12.0,0.439,0,0.004,1,1.0
Dirk Nowitzki,29,DAL,36.0,8.6,3.5,0.7,0.9,23.6,24.6,0.585,28.8,2008,13.7,0.622,1,0.004,1,0.9390243902439024
Carmelo Anthony,29,NYK,38.7,8.1,3.1,1.2,0.7,27.4,24.4,0.561,32.4,2014,13.099999999999998,0.451,0,0.003,1,0.9390243902439024
Chauncey Billups,30,DET,36.2,3.4,7.2,1.2,0.2,17.0,21.3,0.591,21.5,2007,11.999999999999998,0.6459999999999999,1,0.003,1,0.8536585365853658
Baron Davis,24,NOH,40.1,4.3,7.5,2.4,0.4,22.9,20.7,0.49200000000000005,30.1,2004,14.600000000000001,0.5,1,0.003,1,0.8170731707317073
Dirk Nowitzki,33,DAL,33.5,6.7,2.2,0.7,0.5,21.6,21.7,0.564,29.2,2012,10.1,0.545,1,0.003,1,0.9393939393939394
Russell Westbrook,23,OKC,35.3,4.6,5.5,1.7,0.3,23.6,22.9,0.5379999999999999,32.7,2012,12.1,0.7120000000000001,1,0.003,1,1.0
Deron Williams,23,UTA,37.3,3.0,10.5,1.1,0.3,18.8,20.8,0.595,23.1,2008,14.9,0.659,1,0.003,1,1.0
Gilbert Arenas,23,WAS,40.9,4.7,5.1,1.7,0.3,25.5,21.3,0.565,27.3,2005,11.8,0.5489999999999999,1,0.003,1,0.975609756097561
Dirk Nowitzki,25,DAL,37.9,8.7,2.7,1.2,1.4,21.8,22.5,0.561,24.5,2004,13.999999999999998,0.634,1,0.003,1,0.9390243902439024
Sam Cassell,34,MIN,35.0,3.3,7.3,1.3,0.2,19.8,22.8,0.5660000000000001,27.2,2004,12.1,0.7070000000000001,1,0.003,1,0.9878048780487805
Carmelo Anthony,23,DEN,36.4,7.4,3.4,1.3,0.5,25.7,21.1,0.568,30.2,2008,12.600000000000001,0.61,1,0.002,1,0.9390243902439024
Stephen Curry,24,GSW,38.2,4.0,6.9,1.6,0.2,22.9,21.3,0.589,26.4,2013,12.7,0.573,1,0.002,1,0.9512195121951219
Kobe Bryant,21,LAL,38.2,6.3,4.9,1.6,0.9,22.5,21.7,0.546,26.8,2000,13.7,0.8170000000000001,1,0.002,1,0.8048780487804879
Jerry Stackhouse,27,DET,35.3,4.1,5.3,1.0,0.5,21.4,19.0,0.518,32.3,2002,10.899999999999999,0.61,1,0.002,1,0.926829268292683
Dirk Nowitzki,30,DAL,37.7,8.4,2.4,0.8,0.8,25.9,23.1,0.564,30.3,2009,12.400000000000002,0.61,1,0.002,1,0.9878048780487805
Amar'e Stoudemire,24,PHO,32.8,9.6,1.0,1.0,1.3,20.4,23.1,0.637,25.8,2007,12.9,0.7440000000000001,1,0.002,1,1.0
Tim Duncan,32,SAS,33.7,10.7,3.5,0.5,1.7,19.3,24.4,0.5489999999999999,28.5,2009,16.4,0.659,1,0.002,1,0.9146341463414634
Chris Paul,25,NOH,36.0,4.1,9.8,2.4,0.1,15.9,23.7,0.578,21.1,2011,16.400000000000002,0.561,1,0.002,1,0.975609756097561
Manu Ginobili,32,SAS,28.7,3.8,4.9,1.4,0.3,16.5,22.5,0.584,25.8,2010,10.4,0.61,1,0.002,1,0.9146341463414634
Jerry Stackhouse,26,DET,40.2,3.9,5.1,1.2,0.7,29.8,21.8,0.521,35.2,2001,10.899999999999999,0.39,0,0.002,1,0.975609756097561
Goran Dragic,27,PHO,35.1,3.2,5.9,1.4,0.3,20.3,21.4,0.604,24.5,2014,10.800000000000002,0.585,0,0.002,1,0.926829268292683
Marc Gasol,30,MEM,33.2,7.8,3.8,0.9,1.6,17.4,21.7,0.5579999999999999,24.6,2015,14.1,0.6709999999999999,1,0.002,1,0.9878048780487805
Blake Griffin,25,LAC,35.2,7.6,5.3,0.9,0.5,21.9,22.8,0.551,28.4,2015,14.299999999999999,0.6829999999999999,1,0.002,1,0.8170731707317073
Andrei Kirilenko,22,UTA,37.1,8.1,3.1,1.9,2.8,16.5,22.6,0.5589999999999999,21.9,2004,15.899999999999999,0.512,0,0.002,1,0.9512195121951219
Tim Duncan,35,SAS,28.2,9.0,2.3,0.7,1.5,15.4,22.5,0.531,26.2,2012,13.5,0.758,1,0.002,1,0.8787878787878788
Shaquille O'Neal,34,MIA,28.4,7.4,2.0,0.2,1.4,17.3,21.7,0.5670000000000001,29.4,2007,11.0,0.537,1,0.002,1,0.4878048780487805
Dwyane Wade,25,MIA,37.9,4.7,7.5,2.1,1.2,27.4,28.9,0.583,34.7,2007,15.499999999999998,0.537,1,0.002,1,0.6219512195121951
Tony Parker,28,SAS,32.4,3.1,6.6,1.2,0.0,17.5,20.4,0.569,25.5,2011,10.899999999999999,0.7440000000000001,1,0.002,1,0.9512195121951219
Tim Duncan,38,SAS,28.9,9.1,3.0,0.8,2.0,13.9,22.6,0.56,22.2,2015,14.9,0.6709999999999999,1,0.001,1,0.9390243902439024
Joe Johnson,28,ATL,38.0,4.6,4.9,1.1,0.1,21.3,19.3,0.5379999999999999,26.3,2010,10.7,0.6459999999999999,1,0.001,1,0.926829268292683
Jalen Rose,27,IND,37.2,4.8,4.0,1.1,0.6,18.2,16.7,0.547,23.2,2000,10.5,0.6829999999999999,1,0.001,1,0.975609756097561
Antawn Jamison,31,WAS,38.7,10.2,1.5,1.3,0.4,21.4,20.3,0.525,25.9,2008,13.4,0.524,1,0.001,1,0.9634146341463414
Elton Brand,22,LAC,37.8,11.6,2.4,1.0,2.0,18.2,23.6,0.586,21.1,2002,17.0,0.47600000000000003,0,0.001,1,0.975609756097561
Marc Gasol,28,MEM,35.0,7.8,4.0,1.0,1.7,14.1,19.5,0.5589999999999999,19.2,2013,14.5,0.6829999999999999,1,0.001,1,0.975609756097561
Steve Nash,28,DAL,33.1,2.9,7.3,1.0,0.1,17.7,22.6,0.5760000000000001,24.4,2003,11.299999999999999,0.732,1,0.001,1,1.0
Michael Redd,24,MIL,36.8,5.0,2.3,1.0,0.1,21.7,19.9,0.544,26.3,2004,8.4,0.5,1,0.001,1,1.0
Carmelo Anthony,22,DEN,38.2,6.0,3.8,1.2,0.4,28.9,22.1,0.552,33.4,2007,11.4,0.5489999999999999,1,0.001,1,0.7926829268292683
Mike Bibby,23,SAC,33.2,2.8,5.0,1.1,0.2,13.7,14.9,0.513,19.7,2002,9.1,0.7440000000000001,1,0.001,1,0.975609756097561
Paul Pierce,25,BOS,39.2,7.3,4.4,1.8,0.8,25.9,22.7,0.532,33.2,2003,14.3,0.537,1,0.001,1,0.9634146341463414
Kevin Garnett,36,BOS,29.7,7.8,2.3,1.1,0.9,14.8,19.2,0.535,24.5,2013,12.1,0.506,1,0.001,1,0.8395061728395061
Tony Parker,24,SAS,32.5,3.2,5.5,1.1,0.1,18.6,21.4,0.5720000000000001,27.4,2007,9.899999999999999,0.7070000000000001,1,0.001,1,0.9390243902439024
John Stockton,38,UTA,29.2,2.8,8.7,1.6,0.3,11.5,22.3,0.61,18.8,2001,13.4,0.6459999999999999,1,0.001,1,1.0
Kawhi Leonard,23,SAS,31.8,7.2,2.5,2.3,0.8,16.5,22.0,0.5670000000000001,23.0,2015,12.8,0.6709999999999999,1,0.001,1,0.7804878048780488
Peja Stojakovic,24,SAC,37.3,5.3,2.5,1.1,0.2,21.2,19.3,0.5920000000000001,23.2,2002,9.1,0.7440000000000001,1,0.001,1,0.8658536585365854
Yao Ming,23,HOU,32.8,9.0,1.5,0.3,1.9,17.5,21.9,0.586,25.3,2004,12.700000000000001,0.5489999999999999,1,0.001,1,1.0
Rasheed Wallace,33,DET,30.5,6.6,1.8,1.2,1.7,12.7,17.2,0.523,20.5,2008,11.299999999999999,0.72,1,0.001,1,0.9390243902439024
Mike Conley,26,MEM,33.5,2.9,6.0,1.5,0.2,17.2,20.0,0.545,24.6,2014,10.6,0.61,1,0.001,1,0.8902439024390244
Carlos Boozer,26,UTA,34.9,10.4,2.9,1.2,0.5,21.1,21.9,0.581,26.6,2008,15.0,0.659,1,0.001,1,0.9878048780487805
David Lee,29,GSW,36.8,11.2,3.5,0.8,0.3,18.5,19.2,0.561,23.2,2013,15.8,0.573,1,0.001,1,0.9634146341463414
Baron Davis,27,GSW,35.3,4.4,8.1,2.1,0.5,20.1,21.0,0.53,26.5,2007,15.1,0.512,1,0.001,1,0.7682926829268293
Klay Thompson,24,GSW,31.9,3.2,2.9,1.1,0.8,21.7,20.8,0.591,27.6,2015,7.999999999999999,0.8170000000000001,1,0.001,1,0.9390243902439024
Yao Ming,28,HOU,33.6,9.9,1.8,0.4,1.9,19.7,22.7,0.618,26.2,2009,14.000000000000002,0.6459999999999999,1,0.001,1,0.9390243902439024
Chauncey Billups,33,DEN,34.1,3.1,5.6,1.1,0.1,19.5,20.2,0.601,24.3,2010,9.899999999999999,0.6459999999999999,1,0.001,1,0.8902439024390244
Michael Finley,27,DAL,42.0,5.2,4.4,1.4,0.4,21.5,18.2,0.521,24.9,2001,11.400000000000002,0.6459999999999999,1,0.001,1,1.0
Paul Pierce,30,BOS,35.9,5.1,4.5,1.3,0.5,19.6,19.6,0.599,24.8,2008,11.4,0.805,1,0.001,1,0.975609756097561
Chris Bosh,25,TOR,36.1,10.8,2.4,0.6,1.0,24.0,25.0,0.5920000000000001,28.7,2010,14.8,0.488,0,0.001,1,0.8536585365853658
Michael Finley,26,DAL,42.2,6.3,5.3,1.3,0.4,22.6,19.2,0.522,25.1,2000,13.3,0.488,0,0.001,1,1.0
Darrell Armstrong,31,ORL,31.6,3.3,6.1,2.1,0.1,16.2,19.5,0.542,23.9,2000,11.599999999999998,0.5,0,0.001,1,1.0
Carmelo Anthony,19,DEN,36.5,6.1,2.8,1.2,0.5,21.0,17.6,0.509,28.5,2004,10.599999999999998,0.524,1,0.001,1,1.0
Joe Johnson,30,ATL,35.5,3.7,3.9,0.8,0.2,18.8,18.4,0.557,24.9,2012,8.6,0.606,1,0.001,1,0.9090909090909091
Reggie Miller,34,IND,36.9,3.0,2.3,1.0,0.3,18.1,17.3,0.603,20.5,2000,6.6,0.6829999999999999,1,0.001,1,0.9878048780487805
P.J. Brown,35,NOH,34.4,9.0,2.2,0.9,0.6,10.8,15.5,0.512,15.9,2005,12.7,0.22,0,0.001,1,1.0
Shawn Marion,26,PHO,38.8,11.3,1.9,2.0,1.5,19.4,21.7,0.556,21.3,2005,16.700000000000003,0.7559999999999999,1,0.001,1,0.9878048780487805
Shawn Marion,27,PHO,40.3,11.8,1.8,2.0,1.7,21.8,23.6,0.591,22.3,2006,17.3,0.659,1,0.001,1,0.9878048780487805
Anthony Mason,34,MIA,40.7,9.6,3.1,1.0,0.3,16.1,17.4,0.555,20.0,2001,14.0,0.61,1,0.001,1,0.975609756097561
Marcus Camby,30,DEN,30.5,10.0,2.3,0.9,3.0,10.3,18.0,0.505,17.2,2005,16.200000000000003,0.598,1,0.001,1,0.8048780487804879
Ty Lawson,25,DEN,34.4,2.7,6.9,1.5,0.1,16.7,17.9,0.5489999999999999,22.3,2013,11.200000000000001,0.695,1,0.001,1,0.8902439024390244
Jamal Mashburn,30,NOH,40.5,6.1,5.6,1.0,0.2,21.6,18.0,0.507,27.1,2003,12.899999999999999,0.573,1,0.001,1,1.0
Joakim Noah,27,CHI,36.8,11.1,4.0,1.2,2.1,11.9,18.1,0.534,17.2,2013,18.400000000000002,0.5489999999999999,1,0.001,1,0.8048780487804879
Allen Iverson,30,PHI,43.1,3.2,7.4,1.9,0.1,33.0,25.9,0.5429999999999999,35.8,2006,12.600000000000001,0.46299999999999997,0,0.001,1,0.8780487804878049
Luis Scola,30,HOU,32.6,8.2,2.5,0.6,0.6,18.3,18.4,0.5379999999999999,25.7,2011,11.899999999999999,0.524,0,0.0,0,0.9024390243902439
Ray Allen,36,BOS,34.0,3.1,2.4,1.1,0.2,14.2,14.8,0.607,18.6,2012,6.8,0.591,1,0.0,0,0.696969696969697
John Salmons,31,MIL,35.0,3.6,3.5,1.0,0.4,14.0,12.8,0.51,20.9,2011,8.5,0.42700000000000005,0,0.0,0,0.8902439024390244
Tony Allen,30,MEM,26.3,4.0,1.4,1.8,0.6,9.8,15.7,0.541,18.4,2012,7.8,0.621,1,0.0,0,0.8787878787878788
Rudy Gay,22,MEM,37.3,5.5,1.7,1.2,0.7,18.9,15.3,0.528,25.6,2009,9.1,0.293,0,0.0,0,0.9634146341463414
Brandon Rush,25,IND,26.2,3.2,0.9,0.6,0.5,9.1,10.6,0.54,15.9,2011,5.2,0.451,1,0.0,0,0.8170731707317073
Alan Anderson,29,TOR,27.1,2.0,1.5,0.3,0.2,9.6,8.7,0.519,18.6,2012,4.0,0.348,0,0.0,0,0.25757575757575757
Ryan Anderson,23,ORL,32.2,7.7,0.9,0.8,0.4,16.1,21.2,0.589,21.2,2012,9.8,0.561,1,0.0,0,0.9242424242424242
Pau Gasol,28,LAL,37.0,9.6,3.5,0.6,1.0,18.9,22.2,0.617,20.4,2009,14.7,0.7929999999999999,1,0.0,0,0.9878048780487805
Eric Gordon,20,LAC,34.3,2.6,2.8,1.0,0.4,16.1,14.9,0.593,20.7,2009,6.800000000000001,0.23199999999999998,0,0.0,0,0.9512195121951219
Thabo Sefolosha,26,OKC,25.9,4.4,1.4,1.2,0.5,5.1,10.4,0.545,9.4,2011,7.500000000000001,0.6709999999999999,1,0.0,0,0.9634146341463414
Marvin Williams,24,ATL,28.7,4.8,1.4,0.5,0.4,10.4,13.5,0.551,17.2,2011,7.1,0.537,1,0.0,0,0.7926829268292683
Beno Udrih,28,SAC,34.6,3.4,4.9,1.2,0.1,13.7,15.7,0.5870000000000001,16.9,2011,9.6,0.293,0,0.0,0,0.9634146341463414
Ben Gordon,25,CHI,36.6,3.5,3.4,0.9,0.3,20.7,17.0,0.573,25.0,2009,8.100000000000001,0.5,1,0.0,0,1.0
John Wall,20,WAS,37.8,4.6,8.3,1.8,0.5,16.4,15.8,0.494,23.8,2011,15.200000000000001,0.28,0,0.0,0,0.8414634146341463
Jason Terry,33,DAL,31.3,1.9,4.1,1.1,0.2,15.8,15.9,0.545,24.7,2011,7.3,0.695,1,0.0,0,1.0
Rodney Stuckey,24,DET,31.2,3.1,5.2,1.1,0.1,15.5,18.4,0.544,24.5,2011,9.5,0.366,0,0.0,0,0.8536585365853658
Danny Granger,25,IND,36.2,5.1,2.7,1.0,1.4,25.8,21.8,0.584,29.6,2009,10.200000000000001,0.439,0,0.0,0,0.8170731707317073
Ryan Gomes,26,MIN,31.9,4.8,1.6,0.8,0.3,13.3,12.5,0.518,20.4,2009,7.5,0.293,0,0.0,0,1.0
Russell Westbrook,22,OKC,34.7,4.6,8.2,1.9,0.4,21.9,23.6,0.5379999999999999,31.6,2011,15.1,0.6709999999999999,1,0.0,0,1.0
Metta World Peace,31,LAL,29.4,3.3,2.1,1.5,0.4,8.5,11.2,0.485,15.3,2011,7.300000000000001,0.695,1,0.0,0,1.0
LaMarcus Aldridge,26,POR,36.3,8.0,2.4,0.9,0.8,21.7,22.7,0.56,27.0,2012,12.100000000000001,0.424,0,0.0,0,0.8333333333333334
Josh Smith,25,ATL,34.4,8.5,3.3,1.3,1.6,16.5,19.2,0.54,24.7,2011,14.700000000000001,0.537,1,0.0,0,0.9390243902439024
Dorell Wright,25,GSW,38.4,5.3,3.0,1.5,0.8,16.4,15.0,0.539,19.3,2011,10.600000000000001,0.439,0,0.0,0,1.0
Nick Young,25,WAS,31.8,2.7,1.2,0.7,0.3,17.4,14.5,0.5379999999999999,24.4,2011,4.9,0.28,0,0.0,0,0.7804878048780488
Manu Ginobili,31,SAS,26.8,4.5,3.6,1.5,0.4,15.5,22.9,0.594,27.2,2009,10.0,0.659,1,0.0,0,0.5365853658536586
Ramon Sessions,24,CLE,26.3,3.1,5.2,0.7,0.1,13.3,19.0,0.5589999999999999,24.2,2011,9.1,0.23199999999999998,0,0.0,0,0.9878048780487805
Thaddeus Young,22,PHI,26.0,5.3,1.0,1.1,0.3,12.7,18.4,0.5660000000000001,22.1,2011,7.7,0.5,1,0.0,0,1.0
Arron Afflalo,26,DEN,33.6,3.2,2.4,0.6,0.2,15.2,14.7,0.584,19.1,2012,6.3999999999999995,0.5760000000000001,1,0.0,0,0.9393939393939394
Anderson Varejao,28,CLE,32.1,9.7,1.5,0.9,1.2,9.1,15.2,0.56,13.3,2011,13.299999999999999,0.23199999999999998,0,0.0,0,0.3780487804878049
David West,30,NOH,35.0,7.6,2.3,1.0,0.9,18.9,20.4,0.5579999999999999,25.8,2011,11.799999999999999,0.561,1,0.0,0,0.8536585365853658
Peja Stojakovic,31,NOH,34.2,4.3,1.2,0.9,0.0,13.3,12.5,0.531,18.8,2009,6.4,0.598,1,0.0,0,0.7439024390243902
Brandon Roy,26,POR,27.9,2.6,2.7,0.8,0.3,12.2,13.9,0.491,22.8,2011,6.4,0.585,1,0.0,0,0.573170731707317
Kevin Martin,27,HOU,32.5,3.2,2.5,1.0,0.2,23.5,21.4,0.601,29.6,2011,6.9,0.524,0,0.0,0,0.975609756097561
Shawn Marion,32,DAL,28.2,6.9,1.4,0.9,0.6,12.5,17.0,0.551,21.5,2011,9.8,0.695,1,0.0,0,0.975609756097561
Kyle Lowry,24,HOU,34.2,4.1,6.7,1.4,0.3,13.5,16.5,0.55,18.6,2011,12.500000000000002,0.524,0,0.0,0,0.9146341463414634
Kevin Love,22,MIN,35.8,15.2,2.5,0.6,0.4,20.2,24.3,0.593,22.9,2011,18.7,0.207,0,0.0,0,0.8902439024390244
Brook Lopez,22,NJN,35.2,6.0,1.6,0.6,1.5,20.4,19.3,0.5489999999999999,27.3,2011,9.7,0.293,0,0.0,0,1.0
David Lee,27,GSW,36.1,9.8,3.2,1.0,0.4,16.5,17.8,0.5489999999999999,21.2,2011,14.4,0.439,0,0.0,0,0.8902439024390244
Ty Lawson,23,DEN,26.3,2.6,4.7,1.0,0.1,11.7,17.9,0.593,19.6,2011,8.4,0.61,1,0.0,0,0.975609756097561
Linas Kleiza,26,TOR,26.5,4.5,1.0,0.5,0.2,11.2,10.1,0.502,21.7,2011,6.2,0.268,0,0.0,0,0.47560975609756095
Grant Hill,36,PHO,29.8,4.9,2.3,1.1,0.7,12.0,15.2,0.584,17.5,2009,9.0,0.561,0,0.0,0,1.0
Andrei Kirilenko,29,UTA,31.2,5.1,3.0,1.3,1.2,11.7,16.6,0.5670000000000001,17.8,2011,10.6,0.47600000000000003,0,0.0,0,0.7804878048780488
Jason Kidd,37,DAL,33.2,4.4,8.2,1.7,0.4,7.9,14.4,0.5,14.3,2011,14.7,0.695,1,0.0,0,0.975609756097561
Chris Kaman,28,LAC,26.2,7.0,1.4,0.5,1.5,12.4,15.7,0.495,24.4,2011,10.4,0.39,0,0.0,0,0.3902439024390244
DeAndre Jordan,22,LAC,25.6,7.2,0.5,0.5,1.8,7.1,14.8,0.648,11.7,2011,10.0,0.39,0,0.0,0,0.975609756097561
Wesley Johnson,23,MIN,26.2,3.0,1.9,0.7,0.7,9.0,10.2,0.491,16.8,2011,6.300000000000001,0.207,0,0.0,0,0.9634146341463414
Joe Johnson,29,ATL,35.5,4.0,4.7,0.7,0.1,18.2,16.4,0.517,26.3,2011,9.499999999999998,0.537,1,0.0,0,0.8780487804878049
Amir Johnson,23,TOR,25.7,6.4,1.1,0.7,1.2,9.6,17.6,0.608,15.3,2011,9.399999999999999,0.268,0,0.0,0,0.8780487804878049
Brandon Jennings,21,MIL,34.4,3.7,4.8,1.5,0.3,16.2,15.6,0.493,25.5,2011,10.3,0.42700000000000005,0,0.0,0,0.7682926829268293
Kirk Hinrich,28,CHI,26.3,2.4,3.9,1.3,0.4,9.9,13.9,0.551,18.1,2009,8.0,0.5,1,0.0,0,0.6219512195121951
Richard Jefferson,30,SAS,30.4,3.8,1.3,0.5,0.4,11.0,12.4,0.612,15.4,2011,6.0,0.7440000000000001,1,0.0,0,0.9878048780487805
Al Jefferson,26,UTA,35.9,9.7,1.8,0.6,1.9,18.6,20.1,0.528,24.2,2011,14.0,0.47600000000000003,0,0.0,0,1.0
Antawn Jamison,34,CLE,32.9,6.7,1.7,0.9,0.5,18.0,16.8,0.516,26.0,2011,9.8,0.23199999999999998,0,0.0,0,0.6829268292682927
Al Horford,22,ATL,33.5,9.3,2.4,0.8,1.4,11.5,17.0,0.565,16.4,2009,13.900000000000002,0.573,1,0.0,0,0.8170731707317073
Stephen Jackson,32,CHA,35.9,4.5,3.6,1.2,0.4,18.5,14.6,0.52,27.4,2011,9.7,0.415,0,0.0,0,0.8170731707317073
Josh Howard,28,DAL,32.0,5.1,1.6,1.1,0.6,18.0,17.0,0.532,26.7,2009,8.399999999999999,0.61,1,0.0,0,0.6341463414634146
Ersan Ilyasova,23,MIL,25.1,6.1,0.9,0.9,0.4,9.5,14.3,0.516,19.1,2011,8.3,0.42700000000000005,0,0.0,0,0.7317073170731707
Andre Iguodala,27,PHI,36.9,5.8,6.3,1.5,0.6,14.1,17.2,0.53,19.2,2011,14.2,0.5,1,0.0,0,0.8170731707317073
Serge Ibaka,21,OKC,27.0,7.6,0.3,0.4,2.4,9.9,17.7,0.579,15.7,2011,10.7,0.6709999999999999,1,0.0,0,1.0
Andre Iguodala,25,PHI,39.9,5.7,5.3,1.6,0.4,18.8,18.4,0.56,22.3,2009,13.0,0.5,1,0.0,0,1.0
Kenyon Martin,33,DEN,25.7,6.2,2.3,0.9,0.7,8.6,14.1,0.526,16.4,2011,10.1,0.61,1,0.0,0,0.5853658536585366
Nene Hilario,26,DEN,32.6,7.8,1.4,1.2,1.3,14.6,18.8,0.645,18.1,2009,11.7,0.659,1,0.0,0,0.9390243902439024
Jeff Green,22,OKC,36.8,6.7,2.0,1.0,0.4,16.5,13.9,0.536,21.2,2009,10.1,0.28,0,0.0,0,0.9512195121951219
Wesley Matthews,24,POR,33.6,3.1,2.0,1.2,0.1,15.9,15.5,0.5820000000000001,21.3,2011,6.3999999999999995,0.585,1,0.0,0,1.0
Luke Ridnour,29,MIN,30.4,2.8,5.4,1.3,0.1,11.8,15.0,0.5670000000000001,17.8,2011,9.6,0.207,0,0.0,0,0.8658536585365854
J.J. Redick,26,ORL,25.6,1.9,1.7,0.5,0.1,10.1,12.8,0.589,17.0,2011,4.199999999999999,0.634,1,0.0,0,0.7195121951219512
Zach Randolph,29,MEM,36.3,12.2,2.2,0.8,0.3,20.1,22.6,0.552,25.0,2011,15.5,0.561,1,0.0,0,0.9146341463414634
Tayshaun Prince,30,DET,32.8,4.2,2.8,0.4,0.5,14.1,15.1,0.511,21.0,2011,7.9,0.366,0,0.0,0,0.9512195121951219
Paul Pierce,33,BOS,34.7,5.4,3.3,1.0,0.6,18.9,19.7,0.62,24.0,2011,10.299999999999999,0.6829999999999999,1,0.0,0,0.975609756097561
Anthony Parker,35,CLE,29.0,3.0,3.0,0.9,0.1,8.3,10.5,0.505,14.6,2011,7.0,0.23199999999999998,0,0.0,0,0.8780487804878049
Travis Outlaw,26,NJN,28.8,4.0,1.0,0.4,0.4,9.2,8.8,0.469,17.3,2011,5.800000000000001,0.293,0,0.0,0,1.0
Emeka Okafor,28,NOH,31.8,9.5,0.6,0.6,1.8,10.3,16.0,0.584,15.8,2011,12.5,0.561,1,0.0,0,0.8780487804878049
Lamar Odom,31,LAL,32.2,8.7,3.0,0.6,0.7,14.4,19.4,0.589,19.7,2011,12.999999999999998,0.695,1,0.0,0,1.0
Richard Hamilton,30,DET,34.0,3.1,4.4,0.6,0.1,18.3,16.9,0.529,27.0,2009,8.2,0.47600000000000003,1,0.0,0,0.8170731707317073
Trevor Ariza,26,NOH,32.9,5.2,3.3,1.7,0.6,10.8,14.2,0.496,18.4,2012,10.799999999999999,0.318,0,0.0,0,0.6212121212121212
Devin Harris,25,NJN,36.1,3.3,6.9,1.7,0.2,21.3,21.6,0.563,28.4,2009,12.099999999999998,0.415,0,0.0,0,0.8414634146341463
Joakim Noah,25,CHI,32.8,10.4,2.2,1.0,1.5,11.7,18.8,0.579,16.8,2011,15.100000000000001,0.7559999999999999,1,0.0,0,0.5853658536585366
Udonis Haslem,28,MIA,34.1,8.2,1.1,0.6,0.3,10.6,13.1,0.5529999999999999,14.7,2009,10.2,0.524,1,0.0,0,0.9146341463414634
Jameer Nelson,28,ORL,30.5,3.0,6.0,1.0,0.0,13.1,15.4,0.5479999999999999,22.0,2011,10.0,0.634,1,0.0,0,0.926829268292683
Steve Nash,36,PHO,33.3,3.5,11.4,0.6,0.1,14.7,20.8,0.601,21.4,2011,15.6,0.488,0,0.0,0,0.9146341463414634
Anthony Morrow,25,NJN,32.0,3.0,1.2,0.3,0.1,13.2,12.1,0.573,18.0,2011,4.6,0.293,0,0.0,0,0.7073170731707317
Greg Monroe,20,DET,27.8,7.5,1.3,1.2,0.6,9.4,18.0,0.575,15.4,2011,10.6,0.366,0,0.0,0,0.975609756097561
Spencer Hawes,20,SAC,29.3,7.1,1.9,0.6,1.2,11.4,13.0,0.509,20.2,2009,10.799999999999999,0.207,0,0.0,0,0.9390243902439024
Paul Millsap,25,UTA,34.3,7.6,2.5,1.4,0.9,17.3,19.8,0.578,22.6,2011,12.4,0.47600000000000003,0,0.0,0,0.926829268292683
Andre Miller,34,POR,32.7,3.7,7.0,1.4,0.1,12.7,17.8,0.529,20.6,2011,12.2,0.585,1,0.0,0,0.9878048780487805
C.J. Miles,23,UTA,25.2,3.3,1.7,0.9,0.5,12.8,14.4,0.507,25.1,2011,6.4,0.47600000000000003,0,0.0,0,0.9512195121951219
Jodie Meeks,23,PHI,27.9,2.3,1.1,0.9,0.1,10.5,12.6,0.6,15.7,2011,4.3999999999999995,0.5,1,0.0,0,0.9024390243902439
Brendan Haywood,29,WAS,29.2,7.3,1.3,0.7,2.5,9.7,14.9,0.49,17.7,2009,11.799999999999999,0.23199999999999998,0,0.0,0,0.07317073170731707
JaVale McGee,23,WAS,27.8,8.0,0.5,0.5,2.4,10.1,17.4,0.5660000000000001,16.3,2011,11.4,0.28,0,0.0,0,0.9634146341463414
Luc Mbah a Moute,24,MIL,26.5,5.3,0.9,0.9,0.4,6.7,11.5,0.518,13.1,2011,7.500000000000001,0.42700000000000005,0,0.0,0,0.9634146341463414
